Date_SingleModel,Home_SingleModel,Away_SingleModel,ActualWinner_SingleModel,PredictedWinner_SingleModel,ActualSpread_SingleModel,PredictedSpread_SingleModel,SpreadError_SingleModel,Correct_SingleModel,HomePoints_SingleModel,AwayPoints_SingleModel,PredictedHomePoints_SingleModel,PredictedAwayPoints_SingleModel,Date_weekBatchRetrain,Home_weekBatchRetrain,Away_weekBatchRetrain,ActualWinner_weekBatchRetrain,PredictedWinner_weekBatchRetrain,ActualSpread_weekBatchRetrain,PredictedSpread_weekBatchRetrain,SpreadError_weekBatchRetrain,Correct_weekBatchRetrain,HomePoints_weekBatchRetrain,AwayPoints_weekBatchRetrain,PredictedHomePoints_weekBatchRetrain,PredictedAwayPoints_weekBatchRetrain
2024-11-10,Orlando Magic,Washington Wizards,Orlando Magic,Orlando Magic,27.0,23.1,3.8999999999999986,True,121.0,94.0,120.8,97.7,2024-11-10,Orlando Magic,Washington Wizards,Orlando Magic,Orlando Magic,27.0,15.1,11.9,True,121.0,94.0,121.9,106.8
2024-11-10,Indiana Pacers,New York Knicks,Indiana Pacers,Indiana Pacers,11.0,0.8,10.2,True,132.0,121.0,123.7,122.8,2024-11-10,Indiana Pacers,New York Knicks,Indiana Pacers,New York Knicks,11.0,1.5,9.5,False,132.0,121.0,118.1,119.5
2024-11-10,Detroit Pistons,Houston Rockets,Houston Rockets,Houston Rockets,2.0,3.7,1.7000000000000002,True,99.0,101.0,100.7,104.4,2024-11-10,Detroit Pistons,Houston Rockets,Houston Rockets,Houston Rockets,2.0,5.5,3.5,True,99.0,101.0,104.7,110.2
2024-11-10,Oklahoma City Thunder,Golden State Warriors,Golden State Warriors,Oklahoma City Thunder,11.0,0.8,10.2,False,116.0,127.0,122.2,121.5,2024-11-10,Oklahoma City Thunder,Golden State Warriors,Golden State Warriors,Golden State Warriors,11.0,2.8,8.2,True,116.0,127.0,107.8,110.6
2024-11-09,Los Angeles Clippers,Toronto Raptors,Los Angeles Clippers,Los Angeles Clippers,2.0,0.9,1.1,True,105.0,103.0,105.8,105.0,2024-11-09,Los Angeles Clippers,Toronto Raptors,Los Angeles Clippers,Los Angeles Clippers,2.0,5.3,3.3,True,105.0,103.0,115.5,110.3
2024-11-09,Cleveland Cavaliers,Brooklyn Nets,Cleveland Cavaliers,Cleveland Cavaliers,5.0,0.7,4.3,True,105.0,100.0,106.7,105.9,2024-11-09,Cleveland Cavaliers,Brooklyn Nets,Cleveland Cavaliers,Cleveland Cavaliers,5.0,4.2,0.7999999999999998,True,105.0,100.0,115.4,111.2
2024-11-09,Atlanta Hawks,Chicago Bulls,Chicago Bulls,Chicago Bulls,12.0,7.3,4.7,True,113.0,125.0,113.0,120.3,2024-11-09,Atlanta Hawks,Chicago Bulls,Chicago Bulls,Chicago Bulls,12.0,6.3,5.7,True,113.0,125.0,111.8,118.1
2024-11-09,San Antonio Spurs,Utah Jazz,Utah Jazz,San Antonio Spurs,1.0,6.2,5.2,False,110.0,111.0,114.1,107.9,2024-11-09,San Antonio Spurs,Utah Jazz,Utah Jazz,San Antonio Spurs,1.0,9.5,8.5,False,110.0,111.0,119.9,110.4
2024-11-08,Minnesota Timberwolves,Portland Trail Blazers,Minnesota Timberwolves,Minnesota Timberwolves,25.0,14.8,10.2,True,127.0,102.0,117.3,102.5,2024-11-08,Minnesota Timberwolves,Portland Trail Blazers,Minnesota Timberwolves,Minnesota Timberwolves,25.0,13.7,11.3,True,127.0,102.0,124.3,110.6
2024-11-08,Sacramento Kings,Los Angeles Clippers,Los Angeles Clippers,Los Angeles Clippers,9.0,8.0,1.0,True,98.0,107.0,98.1,106.1,2024-11-08,Sacramento Kings,Los Angeles Clippers,Los Angeles Clippers,Los Angeles Clippers,9.0,9.7,0.6999999999999993,True,98.0,107.0,100.6,110.3
2024-11-08,Los Angeles Lakers,Philadelphia 76ers,Los Angeles Lakers,Los Angeles Lakers,10.0,11.7,1.6999999999999993,True,116.0,106.0,118.6,106.9,2024-11-08,Los Angeles Lakers,Philadelphia 76ers,Los Angeles Lakers,Los Angeles Lakers,10.0,7.6,2.4000000000000004,True,116.0,106.0,122.2,114.6
2024-11-08,Denver Nuggets,Miami Heat,Denver Nuggets,Denver Nuggets,13.0,8.9,4.1,True,135.0,122.0,128.4,119.6,2024-11-08,Denver Nuggets,Miami Heat,Denver Nuggets,Denver Nuggets,13.0,1.1,11.9,True,135.0,122.0,119.5,118.3
2024-11-08,Oklahoma City Thunder,Houston Rockets,Oklahoma City Thunder,Oklahoma City Thunder,19.0,19.3,0.3000000000000007,True,126.0,107.0,119.2,99.9,2024-11-08,Oklahoma City Thunder,Houston Rockets,Oklahoma City Thunder,Oklahoma City Thunder,19.0,9.6,9.4,True,126.0,107.0,112.5,102.8
2024-11-08,Memphis Grizzlies,Washington Wizards,Memphis Grizzlies,Memphis Grizzlies,24.0,15.8,8.2,True,128.0,104.0,124.6,108.8,2024-11-08,Memphis Grizzlies,Washington Wizards,Memphis Grizzlies,Memphis Grizzlies,24.0,11.2,12.8,True,128.0,104.0,119.0,107.7
2024-11-08,New York Knicks,Milwaukee Bucks,New York Knicks,New York Knicks,22.0,19.6,2.3999999999999986,True,116.0,94.0,115.0,95.3,2024-11-08,New York Knicks,Milwaukee Bucks,New York Knicks,New York Knicks,22.0,18.3,3.6999999999999993,True,116.0,94.0,120.4,102.2
2024-11-08,Charlotte Hornets,Indiana Pacers,Charlotte Hornets,Charlotte Hornets,20.0,7.0,13.0,True,103.0,83.0,104.1,97.1,2024-11-08,Charlotte Hornets,Indiana Pacers,Charlotte Hornets,Charlotte Hornets,20.0,10.0,10.0,True,103.0,83.0,119.4,109.4
2024-11-08,Cleveland Cavaliers,Golden State Warriors,Cleveland Cavaliers,Cleveland Cavaliers,19.0,11.2,7.800000000000001,True,136.0,117.0,132.2,121.0,2024-11-08,Cleveland Cavaliers,Golden State Warriors,Cleveland Cavaliers,Golden State Warriors,19.0,1.0,18.0,False,136.0,117.0,114.5,115.4
2024-11-08,Boston Celtics,Brooklyn Nets,Boston Celtics,Boston Celtics,4.0,4.9,0.9000000000000004,True,108.0,104.0,104.9,100.0,2024-11-08,Boston Celtics,Brooklyn Nets,Boston Celtics,Brooklyn Nets,4.0,1.4,2.6,False,108.0,104.0,104.4,105.8
2024-11-08,Orlando Magic,New Orleans Pelicans,Orlando Magic,Orlando Magic,27.0,18.9,8.100000000000001,True,115.0,88.0,113.9,95.1,2024-11-08,Orlando Magic,New Orleans Pelicans,Orlando Magic,Orlando Magic,27.0,14.7,12.3,True,115.0,88.0,118.4,103.6
2024-11-08,Detroit Pistons,Atlanta Hawks,Detroit Pistons,Atlanta Hawks,1.0,0.6,0.4,False,122.0,121.0,122.0,122.5,2024-11-08,Detroit Pistons,Atlanta Hawks,Detroit Pistons,Atlanta Hawks,1.0,8.5,7.5,False,122.0,121.0,115.9,124.4
2024-11-08,Dallas Mavericks,Phoenix Suns,Phoenix Suns,Phoenix Suns,1.0,1.0,0.0,True,113.0,114.0,115.3,116.2,2024-11-08,Dallas Mavericks,Phoenix Suns,Phoenix Suns,Phoenix Suns,1.0,3.2,2.2,True,113.0,114.0,116.9,120.2
2024-11-07,San Antonio Spurs,Portland Trail Blazers,San Antonio Spurs,San Antonio Spurs,13.0,7.2,5.8,True,118.0,105.0,114.1,106.9,2024-11-07,San Antonio Spurs,Portland Trail Blazers,San Antonio Spurs,San Antonio Spurs,13.0,6.4,6.6,True,118.0,105.0,113.9,107.5
2024-11-07,Milwaukee Bucks,Utah Jazz,Milwaukee Bucks,Milwaukee Bucks,23.0,16.3,6.699999999999999,True,123.0,100.0,120.1,103.8,2024-11-07,Milwaukee Bucks,Utah Jazz,Milwaukee Bucks,Milwaukee Bucks,23.0,4.7,18.3,True,123.0,100.0,124.4,119.7
2024-11-07,Chicago Bulls,Minnesota Timberwolves,Minnesota Timberwolves,Minnesota Timberwolves,16.0,8.4,7.6,True,119.0,135.0,122.3,130.8,2024-11-07,Chicago Bulls,Minnesota Timberwolves,Minnesota Timberwolves,Minnesota Timberwolves,16.0,8.5,7.5,True,119.0,135.0,111.5,119.9
2024-11-06,Sacramento Kings,Toronto Raptors,Sacramento Kings,Sacramento Kings,15.0,13.4,1.5999999999999996,True,122.0,107.0,120.6,107.2,2024-11-06,Sacramento Kings,Toronto Raptors,Sacramento Kings,Sacramento Kings,15.0,7.5,7.5,True,122.0,107.0,119.5,112.0
2024-11-06,Dallas Mavericks,Chicago Bulls,Dallas Mavericks,Dallas Mavericks,20.0,11.8,8.2,True,119.0,99.0,115.4,103.6,2024-11-06,Dallas Mavericks,Chicago Bulls,Dallas Mavericks,Dallas Mavericks,20.0,8.5,11.5,True,119.0,99.0,113.2,104.7
2024-11-06,Los Angeles Clippers,Philadelphia 76ers,Los Angeles Clippers,Los Angeles Clippers,12.0,9.1,2.9000000000000004,True,110.0,98.0,111.5,102.3,2024-11-06,Los Angeles Clippers,Philadelphia 76ers,Los Angeles Clippers,Los Angeles Clippers,12.0,5.2,6.8,True,110.0,98.0,114.6,109.4
2024-11-06,Phoenix Suns,Miami Heat,Phoenix Suns,Phoenix Suns,3.0,4.0,1.0,True,115.0,112.0,116.5,112.4,2024-11-06,Phoenix Suns,Miami Heat,Phoenix Suns,Miami Heat,3.0,4.6,1.5999999999999996,False,115.0,112.0,110.9,115.5
2024-11-06,Denver Nuggets,Oklahoma City Thunder,Denver Nuggets,Oklahoma City Thunder,2.0,0.4,1.6,False,124.0,122.0,119.6,120.0,2024-11-06,Denver Nuggets,Oklahoma City Thunder,Denver Nuggets,Oklahoma City Thunder,2.0,1.2,0.8,False,124.0,122.0,119.6,120.8
2024-11-06,New Orleans Pelicans,Cleveland Cavaliers,Cleveland Cavaliers,Cleveland Cavaliers,9.0,6.7,2.3,True,122.0,131.0,122.3,128.9,2024-11-06,New Orleans Pelicans,Cleveland Cavaliers,Cleveland Cavaliers,Cleveland Cavaliers,9.0,13.8,4.800000000000001,True,122.0,131.0,109.6,123.4
2024-11-06,Memphis Grizzlies,Los Angeles Lakers,Memphis Grizzlies,Memphis Grizzlies,17.0,13.4,3.5999999999999996,True,131.0,114.0,120.8,107.4,2024-11-06,Memphis Grizzlies,Los Angeles Lakers,Memphis Grizzlies,Memphis Grizzlies,17.0,9.8,7.199999999999999,True,131.0,114.0,123.3,113.5
2024-11-06,Houston Rockets,San Antonio Spurs,Houston Rockets,Houston Rockets,27.0,17.9,9.100000000000001,True,127.0,100.0,119.8,101.9,2024-11-06,Houston Rockets,San Antonio Spurs,Houston Rockets,Houston Rockets,27.0,11.6,15.4,True,127.0,100.0,116.4,104.7
2024-11-06,Atlanta Hawks,New York Knicks,Atlanta Hawks,New York Knicks,5.0,3.6,1.4,False,121.0,116.0,116.2,119.8,2024-11-06,Atlanta Hawks,New York Knicks,Atlanta Hawks,New York Knicks,5.0,9.9,4.9,False,121.0,116.0,105.4,115.3
2024-11-06,Indiana Pacers,Orlando Magic,Indiana Pacers,Indiana Pacers,7.0,7.5,0.5,True,118.0,111.0,114.7,107.1,2024-11-06,Indiana Pacers,Orlando Magic,Indiana Pacers,Indiana Pacers,7.0,12.3,5.300000000000001,True,118.0,111.0,119.8,107.6
2024-11-06,Charlotte Hornets,Detroit Pistons,Charlotte Hornets,Detroit Pistons,1.0,4.7,3.7,False,108.0,107.0,107.1,111.8,2024-11-06,Charlotte Hornets,Detroit Pistons,Charlotte Hornets,Detroit Pistons,1.0,8.4,7.4,False,108.0,107.0,99.6,108.0
2024-11-06,Boston Celtics,Golden State Warriors,Golden State Warriors,Golden State Warriors,6.0,3.8,2.2,True,112.0,118.0,114.3,118.1,2024-11-06,Boston Celtics,Golden State Warriors,Golden State Warriors,Golden State Warriors,6.0,13.3,7.300000000000001,True,112.0,118.0,106.9,120.2
2024-11-04,Chicago Bulls,Utah Jazz,Utah Jazz,Utah Jazz,9.0,9.4,0.40000000000000036,True,126.0,135.0,124.5,133.8,2024-11-04,Chicago Bulls,Utah Jazz,Utah Jazz,Chicago Bulls,9.0,0.9,8.1,False,126.0,135.0,116.3,115.4
2024-11-04,Los Angeles Clippers,San Antonio Spurs,Los Angeles Clippers,Los Angeles Clippers,9.0,3.3,5.7,True,113.0,104.0,110.0,106.7,2024-11-04,Los Angeles Clippers,San Antonio Spurs,Los Angeles Clippers,San Antonio Spurs,9.0,1.6,7.4,False,113.0,104.0,104.0,105.5
2024-11-04,Phoenix Suns,Philadelphia 76ers,Phoenix Suns,Phoenix Suns,2.0,4.6,2.5999999999999996,True,118.0,116.0,121.7,117.1,2024-11-04,Phoenix Suns,Philadelphia 76ers,Phoenix Suns,Phoenix Suns,2.0,1.7,0.30000000000000004,True,118.0,116.0,113.6,111.9
2024-11-04,Denver Nuggets,Toronto Raptors,Denver Nuggets,Denver Nuggets,2.0,3.0,1.0,True,121.0,119.0,120.1,117.1,2024-11-04,Denver Nuggets,Toronto Raptors,Denver Nuggets,Denver Nuggets,2.0,2.1,0.10000000000000009,True,121.0,119.0,120.6,118.5
2024-11-04,Dallas Mavericks,Indiana Pacers,Indiana Pacers,Dallas Mavericks,7.0,0.5,6.5,False,127.0,134.0,125.0,124.5,2024-11-04,Dallas Mavericks,Indiana Pacers,Indiana Pacers,Dallas Mavericks,7.0,3.4,3.6,False,127.0,134.0,118.3,114.9
2024-11-04,New Orleans Pelicans,Portland Trail Blazers,Portland Trail Blazers,Portland Trail Blazers,18.0,13.3,4.699999999999999,True,100.0,118.0,100.5,113.8,2024-11-04,New Orleans Pelicans,Portland Trail Blazers,Portland Trail Blazers,Portland Trail Blazers,18.0,13.5,4.5,True,100.0,118.0,101.4,114.8
2024-11-04,Oklahoma City Thunder,Orlando Magic,Oklahoma City Thunder,Oklahoma City Thunder,16.0,18.2,2.1999999999999993,True,102.0,86.0,102.4,84.2,2024-11-04,Oklahoma City Thunder,Orlando Magic,Oklahoma City Thunder,Oklahoma City Thunder,16.0,17.4,1.3999999999999986,True,102.0,86.0,111.3,93.9
2024-11-04,Minnesota Timberwolves,Charlotte Hornets,Minnesota Timberwolves,Minnesota Timberwolves,21.0,14.3,6.699999999999999,True,114.0,93.0,115.9,101.6,2024-11-04,Minnesota Timberwolves,Charlotte Hornets,Minnesota Timberwolves,Minnesota Timberwolves,21.0,12.0,9.0,True,114.0,93.0,125.0,112.9
2024-11-04,Miami Heat,Sacramento Kings,Sacramento Kings,Sacramento Kings,1.0,8.0,7.0,True,110.0,111.0,106.1,114.0,2024-11-04,Miami Heat,Sacramento Kings,Sacramento Kings,Sacramento Kings,1.0,8.0,7.0,True,110.0,111.0,112.6,120.7
2024-11-04,Brooklyn Nets,Memphis Grizzlies,Brooklyn Nets,Memphis Grizzlies,2.0,0.5,1.5,False,106.0,104.0,105.4,105.9,2024-11-04,Brooklyn Nets,Memphis Grizzlies,Brooklyn Nets,Memphis Grizzlies,2.0,5.2,3.2,False,106.0,104.0,113.9,119.0
2024-11-04,Atlanta Hawks,Boston Celtics,Boston Celtics,Boston Celtics,30.0,21.6,8.399999999999999,True,93.0,123.0,99.2,120.8,2024-11-04,Atlanta Hawks,Boston Celtics,Boston Celtics,Boston Celtics,30.0,14.9,15.1,True,93.0,123.0,103.9,118.8
2024-11-04,Detroit Pistons,Los Angeles Lakers,Detroit Pistons,Detroit Pistons,12.0,8.7,3.3000000000000007,True,115.0,103.0,115.2,106.5,2024-11-04,Detroit Pistons,Los Angeles Lakers,Detroit Pistons,Los Angeles Lakers,12.0,0.1,11.9,False,115.0,103.0,117.9,118.0
2024-11-04,Washington Wizards,Golden State Warriors,Golden State Warriors,Golden State Warriors,13.0,14.6,1.5999999999999996,True,112.0,125.0,108.0,122.6,2024-11-04,Washington Wizards,Golden State Warriors,Golden State Warriors,Golden State Warriors,13.0,22.0,9.0,True,112.0,125.0,104.0,126.0
2024-11-04,Cleveland Cavaliers,Milwaukee Bucks,Cleveland Cavaliers,Cleveland Cavaliers,2.0,15.5,13.5,True,116.0,114.0,126.0,110.5,2024-11-04,Cleveland Cavaliers,Milwaukee Bucks,Cleveland Cavaliers,Cleveland Cavaliers,2.0,14.2,12.2,True,116.0,114.0,123.9,109.8
2024-11-04,Houston Rockets,New York Knicks,Houston Rockets,Houston Rockets,12.0,8.0,4.0,True,109.0,97.0,107.2,99.2,2024-11-04,Houston Rockets,New York Knicks,Houston Rockets,New York Knicks,12.0,1.2,10.8,False,109.0,97.0,119.7,120.9
2024-11-03,Dallas Mavericks,Orlando Magic,Dallas Mavericks,Dallas Mavericks,23.0,16.8,6.199999999999999,True,108.0,85.0,104.2,87.4,2024-11-03,Dallas Mavericks,Orlando Magic,Dallas Mavericks,Dallas Mavericks,23.0,3.2,19.8,True,108.0,85.0,113.2,110.0
2024-11-03,New Orleans Pelicans,Atlanta Hawks,Atlanta Hawks,Atlanta Hawks,15.0,4.4,10.6,True,111.0,126.0,116.0,120.3,2024-11-03,New Orleans Pelicans,Atlanta Hawks,Atlanta Hawks,Atlanta Hawks,15.0,2.7,12.3,True,111.0,126.0,117.1,119.8
2024-11-03,Brooklyn Nets,Detroit Pistons,Detroit Pistons,Detroit Pistons,14.0,5.3,8.7,True,92.0,106.0,99.3,104.6,2024-11-03,Brooklyn Nets,Detroit Pistons,Detroit Pistons,Detroit Pistons,14.0,1.1,12.9,True,92.0,106.0,109.2,110.2
2024-11-02,San Antonio Spurs,Minnesota Timberwolves,San Antonio Spurs,San Antonio Spurs,10.0,4.3,5.7,True,113.0,103.0,109.0,104.7,2024-11-02,San Antonio Spurs,Minnesota Timberwolves,San Antonio Spurs,San Antonio Spurs,10.0,6.2,3.8,True,113.0,103.0,117.1,110.9
2024-11-02,Los Angeles Clippers,Oklahoma City Thunder,Oklahoma City Thunder,Oklahoma City Thunder,13.0,11.9,1.0999999999999996,True,92.0,105.0,96.2,108.2,2024-11-02,Los Angeles Clippers,Oklahoma City Thunder,Oklahoma City Thunder,Oklahoma City Thunder,13.0,11.5,1.5,True,92.0,105.0,108.8,120.2
2024-11-02,Washington Wizards,Miami Heat,Miami Heat,Miami Heat,20.0,17.7,2.3000000000000007,True,98.0,118.0,100.2,117.9,2024-11-02,Washington Wizards,Miami Heat,Miami Heat,Miami Heat,20.0,7.9,12.1,True,98.0,118.0,106.2,114.1
2024-11-02,Phoenix Suns,Portland Trail Blazers,Phoenix Suns,Phoenix Suns,6.0,3.2,2.8,True,103.0,97.0,103.5,100.4,2024-11-02,Phoenix Suns,Portland Trail Blazers,Phoenix Suns,Phoenix Suns,6.0,6.3,0.2999999999999998,True,103.0,97.0,112.5,106.2
2024-11-02,Denver Nuggets,Utah Jazz,Denver Nuggets,Denver Nuggets,26.0,21.0,5.0,True,129.0,103.0,125.6,104.6,2024-11-02,Denver Nuggets,Utah Jazz,Denver Nuggets,Denver Nuggets,26.0,10.9,15.1,True,129.0,103.0,119.4,108.5
2024-11-02,Philadelphia 76ers,Memphis Grizzlies,Memphis Grizzlies,Memphis Grizzlies,17.0,14.4,2.5999999999999996,True,107.0,124.0,106.6,121.0,2024-11-02,Philadelphia 76ers,Memphis Grizzlies,Memphis Grizzlies,Memphis Grizzlies,17.0,6.5,10.5,True,107.0,124.0,105.5,112.0
2024-11-02,Milwaukee Bucks,Cleveland Cavaliers,Cleveland Cavaliers,Milwaukee Bucks,1.0,0.8,0.19999999999999996,False,113.0,114.0,116.3,115.4,2024-11-02,Milwaukee Bucks,Cleveland Cavaliers,Cleveland Cavaliers,Cleveland Cavaliers,1.0,11.1,10.1,True,113.0,114.0,113.6,124.7
2024-11-02,Charlotte Hornets,Boston Celtics,Boston Celtics,Boston Celtics,10.0,10.6,0.5999999999999996,True,103.0,113.0,104.9,115.5,2024-11-02,Charlotte Hornets,Boston Celtics,Boston Celtics,Boston Celtics,10.0,9.4,0.5999999999999996,True,103.0,113.0,112.5,121.9
2024-11-02,Houston Rockets,Golden State Warriors,Golden State Warriors,Golden State Warriors,6.0,0.9,5.1,True,121.0,127.0,123.3,124.2,2024-11-02,Houston Rockets,Golden State Warriors,Golden State Warriors,Golden State Warriors,6.0,5.6,0.40000000000000036,True,121.0,127.0,116.6,122.2
2024-11-02,Toronto Raptors,Sacramento Kings,Toronto Raptors,Sacramento Kings,3.0,7.9,4.9,False,131.0,128.0,124.4,132.3,2024-11-02,Toronto Raptors,Sacramento Kings,Toronto Raptors,Sacramento Kings,3.0,4.4,1.4000000000000004,False,131.0,128.0,116.9,121.3
2024-11-01,Brooklyn Nets,Chicago Bulls,Brooklyn Nets,Brooklyn Nets,8.0,6.4,1.5999999999999996,True,120.0,112.0,118.7,112.3,2024-11-01,Brooklyn Nets,Chicago Bulls,Brooklyn Nets,Chicago Bulls,8.0,4.4,3.5999999999999996,False,120.0,112.0,116.6,121.0
2024-11-01,Charlotte Hornets,Boston Celtics,Boston Celtics,Boston Celtics,15.0,9.1,5.9,True,109.0,124.0,110.3,119.4,2024-11-01,Charlotte Hornets,Boston Celtics,Boston Celtics,Boston Celtics,15.0,8.7,6.300000000000001,True,109.0,124.0,113.9,122.6
2024-11-01,Cleveland Cavaliers,Orlando Magic,Cleveland Cavaliers,Cleveland Cavaliers,11.0,14.5,3.5,True,120.0,109.0,123.0,108.6,2024-11-01,Cleveland Cavaliers,Orlando Magic,Cleveland Cavaliers,Cleveland Cavaliers,11.0,9.2,1.8000000000000007,True,120.0,109.0,116.8,107.6
2024-11-01,Atlanta Hawks,Sacramento Kings,Sacramento Kings,Sacramento Kings,8.0,7.9,0.09999999999999964,True,115.0,123.0,115.9,123.8,2024-11-01,Atlanta Hawks,Sacramento Kings,Sacramento Kings,Sacramento Kings,8.0,7.1,0.9000000000000004,True,115.0,123.0,113.5,120.6
2024-11-01,Detroit Pistons,New York Knicks,New York Knicks,New York Knicks,30.0,23.9,6.100000000000001,True,98.0,128.0,103.5,127.4,2024-11-01,Detroit Pistons,New York Knicks,New York Knicks,New York Knicks,30.0,17.5,12.5,True,98.0,128.0,107.9,125.5
2024-11-01,Toronto Raptors,Los Angeles Lakers,Los Angeles Lakers,Los Angeles Lakers,6.0,4.0,2.0,True,125.0,131.0,123.2,127.2,2024-11-01,Toronto Raptors,Los Angeles Lakers,Los Angeles Lakers,Toronto Raptors,6.0,0.1,5.9,False,125.0,131.0,116.7,116.7
2024-11-01,New Orleans Pelicans,Indiana Pacers,New Orleans Pelicans,New Orleans Pelicans,7.0,9.1,2.0999999999999996,True,125.0,118.0,124.4,115.3,2024-11-01,New Orleans Pelicans,Indiana Pacers,New Orleans Pelicans,New Orleans Pelicans,7.0,5.5,1.5,True,125.0,118.0,116.3,110.9
2024-11-01,Minnesota Timberwolves,Denver Nuggets,Minnesota Timberwolves,Minnesota Timberwolves,3.0,3.6,0.6000000000000001,True,119.0,116.0,121.6,118.0,2024-11-01,Minnesota Timberwolves,Denver Nuggets,Minnesota Timberwolves,Minnesota Timberwolves,3.0,1.9,1.1,True,119.0,116.0,115.3,113.4
2024-11-01,Portland Trail Blazers,Oklahoma City Thunder,Oklahoma City Thunder,Oklahoma City Thunder,23.0,13.6,9.4,True,114.0,137.0,114.8,128.4,2024-11-01,Portland Trail Blazers,Oklahoma City Thunder,Oklahoma City Thunder,Oklahoma City Thunder,23.0,9.0,14.0,True,114.0,137.0,111.1,120.1
2024-10-31,Memphis Grizzlies,Milwaukee Bucks,Memphis Grizzlies,Memphis Grizzlies,23.0,17.8,5.199999999999999,True,122.0,99.0,118.8,101.0,2024-10-31,Memphis Grizzlies,Milwaukee Bucks,Memphis Grizzlies,Memphis Grizzlies,23.0,7.0,16.0,True,122.0,99.0,117.3,110.2
2024-10-31,Dallas Mavericks,Houston Rockets,Houston Rockets,Houston Rockets,6.0,4.6,1.4000000000000004,True,102.0,108.0,100.1,104.6,2024-10-31,Dallas Mavericks,Houston Rockets,Houston Rockets,Dallas Mavericks,6.0,0.1,5.9,False,102.0,108.0,110.8,110.7
2024-10-31,Los Angeles Clippers,Phoenix Suns,Phoenix Suns,Phoenix Suns,6.0,5.5,0.5,True,119.0,125.0,117.9,123.4,2024-10-31,Los Angeles Clippers,Phoenix Suns,Phoenix Suns,Phoenix Suns,6.0,7.0,1.0,True,119.0,125.0,118.4,125.4
2024-10-31,Utah Jazz,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,18.0,14.9,3.0999999999999996,True,88.0,106.0,93.0,107.8,2024-10-31,Utah Jazz,San Antonio Spurs,San Antonio Spurs,San Antonio Spurs,18.0,13.8,4.199999999999999,True,88.0,106.0,99.2,113.0
2024-10-30,Charlotte Hornets,Toronto Raptors,Charlotte Hornets,Charlotte Hornets,5.0,1.4,3.6,True,138.0,133.0,133.9,132.4,2024-10-30,Charlotte Hornets,Toronto Raptors,Charlotte Hornets,Toronto Raptors,5.0,3.1,1.9,False,138.0,133.0,111.6,114.7
2024-10-30,Philadelphia 76ers,Detroit Pistons,Detroit Pistons,Detroit Pistons,10.0,10.4,0.40000000000000036,True,95.0,105.0,96.6,107.0,2024-10-30,Philadelphia 76ers,Detroit Pistons,Detroit Pistons,Detroit Pistons,10.0,5.8,4.2,True,95.0,105.0,105.0,110.8
2024-10-30,Washington Wizards,Atlanta Hawks,Washington Wizards,Washington Wizards,13.0,6.7,6.3,True,133.0,120.0,129.6,122.8,2024-10-30,Washington Wizards,Atlanta Hawks,Washington Wizards,Washington Wizards,13.0,4.7,8.3,True,133.0,120.0,117.8,113.2
2024-10-30,Indiana Pacers,Boston Celtics,Indiana Pacers,Indiana Pacers,3.0,1.3,1.7,True,135.0,132.0,131.6,130.3,2024-10-30,Indiana Pacers,Boston Celtics,Indiana Pacers,Boston Celtics,3.0,1.3,1.7,False,135.0,132.0,117.2,118.5
2024-10-30,Cleveland Cavaliers,Los Angeles Lakers,Cleveland Cavaliers,Cleveland Cavaliers,24.0,23.6,0.3999999999999986,True,134.0,110.0,132.0,108.4,2024-10-30,Cleveland Cavaliers,Los Angeles Lakers,Cleveland Cavaliers,Cleveland Cavaliers,24.0,12.0,12.0,True,134.0,110.0,115.1,103.0
2024-10-30,Golden State Warriors,New Orleans Pelicans,Golden State Warriors,Golden State Warriors,15.0,18.3,3.3000000000000007,True,104.0,89.0,108.2,89.9,2024-10-30,Golden State Warriors,New Orleans Pelicans,Golden State Warriors,Golden State Warriors,15.0,5.8,9.2,True,104.0,89.0,111.6,105.8
2024-10-30,Miami Heat,New York Knicks,New York Knicks,New York Knicks,9.0,9.5,0.5,True,107.0,116.0,106.2,115.7,2024-10-30,Miami Heat,New York Knicks,New York Knicks,New York Knicks,9.0,8.8,0.1999999999999993,True,107.0,116.0,112.2,121.0
2024-10-30,Chicago Bulls,Orlando Magic,Chicago Bulls,Orlando Magic,3.0,2.2,0.7999999999999998,False,102.0,99.0,100.2,102.4,2024-10-30,Chicago Bulls,Orlando Magic,Chicago Bulls,Orlando Magic,3.0,4.6,1.5999999999999996,False,102.0,99.0,107.3,111.9
2024-10-30,Memphis Grizzlies,Brooklyn Nets,Brooklyn Nets,Brooklyn Nets,13.0,8.4,4.6,True,106.0,119.0,108.5,116.9,2024-10-30,Memphis Grizzlies,Brooklyn Nets,Brooklyn Nets,Brooklyn Nets,13.0,2.9,10.1,True,106.0,119.0,113.4,116.3
2024-10-30,Oklahoma City Thunder,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,12.0,14.2,2.1999999999999993,True,105.0,93.0,107.1,92.9,2024-10-30,Oklahoma City Thunder,San Antonio Spurs,Oklahoma City Thunder,Oklahoma City Thunder,12.0,10.3,1.6999999999999993,True,105.0,93.0,113.1,102.8
